Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
#1776,Aslam12@qfnetwork.org,paid,2025-09-15 19:29:52 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",0.00,Economy,2025-09-15 19:29:50 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,"","",,(for testing) Bogus Gateway,rHhVzg7Fkw1YQeiRz7lXPop0v,0.00,Arabic Book A Month USA,0.00,,,,6185884614792,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Rhode Island,Rhode Island,rHhVzg7Fkw1YQeiRz7lXPop0v,,,rHhVzg7Fkw1YQeiRz7lXPop0v + #1776.1
#1776,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-15 19:29:50 -0400,1,Mama’s Birthday/عيد ماما,0.00,0.00,pictureyasmine35,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1776,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-15 19:29:50 -0400,1,My Body: Parts & Senses / جسمي أعضاء وحواس,0.00,0.00,pictureboustany12,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1777,Aslam12@qfnetwork.org,paid,2025-09-15 19:36:48 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",20.00,Economy,2025-09-15 19:36:47 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,"","",,(for testing) Bogus Gateway,rpElzGXiPq8okkVVWceuj5GkW,0.00,Arabic Book A Month USA,0.00,,,,6185891070088,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Rhode Island,Rhode Island,rpElzGXiPq8okkVVWceuj5GkW,,,rpElzGXiPq8okkVVWceuj5GkW + #1777.1
#1777,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-15 19:36:47 -0400,1,حروفي الجميلة/ My beautiful letters,10.00,0.00,BoardShorouk01,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1777,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-15 19:36:47 -0400,1,Nour: Diary of alien/ نور: يوميات كائن فضائى,10.00,0.00,PreteenRabie02,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1778,Aslam12@qfnetwork.org,paid,2025-09-15 19:40:30 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",25.00,Economy,2025-09-15 19:40:27 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,"","",,(for testing) Bogus Gateway,r7dnl7ICaQvwrAGrw6ik6TEsR,0.00,Arabic Book A Month USA,0.00,,,,6185894281352,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Rhode Island,Rhode Island,r7dnl7ICaQvwrAGrw6ik6TEsR,,,r7dnl7ICaQvwrAGrw6ik6TEsR + #1778.1
#1778,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-15 19:40:27 -0400,1,Vegetables/ الخضروات,15.00,15.00,BoardJarir16,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,
#1778,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-15 19:40:27 -0400,1,Pillow: It Moves,10.00,0.00,BoardMajani26,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1779,Aslam12@qfnetwork.org,paid,2025-09-15 19:59:47 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",30.00,Economy,2025-09-15 19:59:46 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,"","",,(for testing) Bogus Gateway,rwxw4wgGfc1ehhNv34wrBBrGv,0.00,Arabic Book A Month USA,0.00,,,,6185910468744,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Rhode Island,Rhode Island,rwxw4wgGfc1ehhNv34wrBBrGv,,,rwxw4wgGfc1ehhNv34wrBBrGv + #1779.1
#1779,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-15 19:59:46 -0400,1,Omar is Lost/ ضاع عمر,15.00,0.00,PictureSalwa12,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,
#1779,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-15 19:59:46 -0400,1,Explore: Colors/ العب واكتشف: الألوان,15.00,15.00,BoardMaaref54,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,
#1780,Aslam12@qfnetwork.org,paid,2025-09-15 20:02:23 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",0.00,Economy,2025-09-15 20:02:22 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,"","",,(for testing) Bogus Gateway,rLu80yiJsDDCkdZhv2QTRvMgu,0.00,Arabic Book A Month USA,0.00,,,,6185912991880,"",Low,web,0.00,,,,,,,,,,,,,,Rhode Island,Rhode Island,rLu80yiJsDDCkdZhv2QTRvMgu,,,rLu80yiJsDDCkdZhv2QTRvMgu + #1780.1
#1781,Aslam12@qfnetwork.org,paid,2025-09-15 20:05:59 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",20.00,Economy,2025-09-15 20:05:58 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,"","",,(for testing) Bogus Gateway,rplcxPzqcatzktlXXztAP3cuY,0.00,Arabic Book A Month USA,0.00,,,,6185916366984,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Rhode Island,Rhode Island,rplcxPzqcatzktlXXztAP3cuY,,,rplcxPzqcatzktlXXztAP3cuY + #1781.1
#1781,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-15 20:05:58 -0400,1,The Colors / الألوان,10.00,0.00,BoardMajani01,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1781,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-15 20:05:58 -0400,1,The Words/ الكلمات,10.00,0.00,BoardBalsam02,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1782,Aslam12@qfnetwork.org,paid,2025-09-15 20:17:37 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",0.00,Economy,2025-09-15 20:17:36 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,"","",,(for testing) Bogus Gateway,rV42HlHxzU9ZAhghlmqAd8bo0,0.00,Arabic Book A Month USA,0.00,,,,6185928163464,"",Low,web,0.00,,,,,,,,,,,,,,Rhode Island,Rhode Island,rV42HlHxzU9ZAhghlmqAd8bo0,,,rV42HlHxzU9ZAhghlmqAd8bo0 + #1782.1
#1783,Aslam12@qfnetwork.org,paid,2025-09-15 20:23:38 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",0.00,Economy,2025-09-15 20:23:37 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,"","",,(for testing) Bogus Gateway,rxdw3EPPPHHHmqmcXVPefzwAA,0.00,Arabic Book A Month USA,0.00,,,,6185933996168,"",Low,web,0.00,,,,,,,,,,,,,,Rhode Island,Rhode Island,rxdw3EPPPHHHmqmcXVPefzwAA,,,rxdw3EPPPHHHmqmcXVPefzwAA + #1783.1
#1784,Aslam12@qfnetwork.org,paid,2025-09-15 20:28:12 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",30.00,Economy,2025-09-15 20:28:11 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,"","",,(for testing) Bogus Gateway,rDqbwbn8d9AMhRJ9xuravCHHU,0.00,Arabic Book A Month USA,0.00,,,,6185938813064,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Rhode Island,Rhode Island,rDqbwbn8d9AMhRJ9xuravCHHU,,,rDqbwbn8d9AMhRJ9xuravCHHU + #1784.1
#1784,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-15 20:28:11 -0400,1,Five Beautiful Cats /خمس قطط جميلة,15.00,0.00,BoardLiban08,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,
#1784,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-15 20:28:11 -0400,1,Colorful Cars/سيّارات ملوّنة,15.00,0.00,BoardLiban15,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,
#1785,Aslam12@qfnetwork.org,paid,2025-09-18 15:34:24 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",28.00,Economy,2025-09-18 15:34:23 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,"","",,(for testing) Bogus Gateway,rN5qisL9J4Gk1MwL0RkiX1uKQ,0.00,Arabic Book A Month USA,0.00,,,,6190922727560,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Rhode Island,Rhode Island,rN5qisL9J4Gk1MwL0RkiX1uKQ,,,rN5qisL9J4Gk1MwL0RkiX1uKQ + #1785.1
#1785,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-18 15:34:23 -0400,1,Explore: Numbers/ العب واكتشف: الأرقام,15.00,15.00,BoardMaaref55,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,
#1785,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-18 15:34:23 -0400,1,The  ladybug Koka / الدعسوقة كوكة,13.00,0.00,BoardJarir48,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,13.00,,,,,,,,,,,,,,,,,,,
#1786,Aslam12@qfnetwork.org,paid,2025-09-18 15:39:51 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",0.00,Economy,2025-09-18 15:39:50 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,"","",,(for testing) Bogus Gateway,rtkhX1oVp4vMz0M6tmen3r4Zv,0.00,Arabic Book A Month USA,0.00,,,,6190929281160,"",Low,web,0.00,,,,,,,,,,,,,,Rhode Island,Rhode Island,rtkhX1oVp4vMz0M6tmen3r4Zv,,,rtkhX1oVp4vMz0M6tmen3r4Zv + #1786.1
#1787,Aslam12@qfnetwork.org,paid,2025-09-18 15:42:26 -0400,unfulfilled,,no,USD,136.71,0.00,0.00,136.71,"",0.00,Economy,2025-09-18 15:42:25 -0400,3,Monthly Subscription - 2 books,45.57,147.00,PictureYasmine200,true,true,pending,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,TEsting Flow Chart Notes,"",,(for testing) Bogus Gateway,rBwzkGl6DDuX4R2rzL4Y7LkmV,0.00,Arabic Book A Month USA,0.00,,,,6190932394120,"",Low,web,0.00,,,,,,,,,,,,,,Rhode Island,Rhode Island,rBwzkGl6DDuX4R2rzL4Y7LkmV,,,rBwzkGl6DDuX4R2rzL4Y7LkmV + #1787.1
